GEOID_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20,AREALAND_PART
17822,42093,Montour County,300340
47464,18105,Monroe County,300165
65278,29175,Randolph County,298832
45156,39025,Clermont County,298831
77368,48291,Liberty County,298802
72180,05119,Pulaski County,297805
36865,01081,Lee County,297717
93741,06019,Fresno County,296849
18231,42107,Schuylkill County,296587
58707,38101,Ward County,296207
24142,51750,Radford city,295528
40847,21095,Harlan County,295519
06020,09003,Hartford County,295410
02350,25023,Plymouth County,295044
55090,27163,Washington County,294567
98447,53053,Pierce County,294425
15004,42125,Washington County,293918
15053,42125,Washington County,293236
75132,48397,Rockwall County,292934
99850,02100,Haines Borough,292556
20560,11001,District of Columbia,291914
67553,20165,Rush County,290890
35559,01057,Fayette County,289972
80546,08123,Weld County,289591
23298,51760,Richmond city,288664
15696,42129,Westmoreland County,288370
75680,48401,Rusk County,288290
45301,39057,Greene County,287192
47344,18065,Henry County,286182
31556,13229,Pierce County,285252
04940,23007,Franklin County,284655
19733,10003,New Castle County,284506
33856,12105,Polk County,284442
14585,36069,Ontario County,284016
80419,08059,Jefferson County,282826
38389,47053,Gibson County,280805
20059,11001,District of Columbia,279660
77986,48285,Lavaca County,279299
43330,39175,Wyandot County,279091
70801,22033,East Baton Rouge Parish,277546
77046,48201,Harris County,277413
43027,39089,Licking County,276677
10280,36061,New York County,276532
99530,02020,Anchorage Municipality,276185
29079,45031,Darlington County,275908
20899,24031,Montgomery County,274560
62852,17185,Wabash County,272330
29378,45083,Spartanburg County,270435
14061,36029,Erie County,270072
12854,36115,Washington County,269369
98583,53027,Grays Harbor County,268409
16546,42049,Erie County,267682
27268,37081,Guilford County,266675
99014,53063,Spokane County,266517
45866,39107,Mercer County,264789
37682,47019,Carter County,264071
35254,01073,Jefferson County,264019
26586,54049,Marion County,263566
76909,48451,Tom Green County,262898
62030,17083,Jersey County,262397
38338,47053,Gibson County,262075
68438,31109,Lancaster County,261011
16238,42005,Armstrong County,260937
17075,42087,Mifflin County,260478
98544,53041,Lewis County,260229
77473,48015,Austin County,260025
49409,26139,Ottawa County,258663
27599,37135,Orange County,258215
45720,39105,Meigs County,257700
19955,10001,Kent County,256381
40536,21067,Fayette County,256111
72615,05009,Boone County,256110
61750,17039,De Witt County,255874
38152,47157,Shelby County,255858
14166,36013,Chautauqua County,255767
12161,36001,Albany County,255537
95211,06077,San Joaquin County,255536
67482,20041,Dickinson County,254249
44825,39033,Crawford County,254111
29117,45075,Orangeburg County,253643
46513,18099,Marshall County,253537
02113,25025,Suffolk County,252065
26435,54091,Taylor County,251591
64654,29061,Daviess County,250784
10006,36061,New York County,250630
46345,18091,LaPorte County,250552
69355,31157,Scotts Bluff County,248727
47986,18007,Benton County,247588
91210,06037,Los Angeles County,247272
60113,17141,Ogle County,246953
61471,17071,Henderson County,246170
23909,51147,Prince Edward County,245978
17576,42071,Lancaster County,245714
56140,27117,Pipestone County,245303
30812,13245,Richmond County,244081
44555,39099,Mahoning County,244044
57117,46099,Minnehaha County,243310
93227,06107,Tulare County,243050
66742,20001,Allen County,242941
63387,29113,Lincoln County,242277
49084,26021,Berrien County,239764
38947,28015,Carroll County,239281
17120,42043,Dauphin County,239153
20230,11001,District of Columbia,238781
43218,39049,Franklin County,237654
07878,34027,Morris County,236386
47366,18065,Henry County,235697
23667,51650,Hampton city,235296
59625,30049,Lewis and Clark County,234550
28666,37023,Burke County,233990
14827,36101,Steuben County,233078
54985,55139,Winnebago County,232719
19516,42011,Berks County,232649
30332,13121,Fulton County,232646
17835,42119,Union County,231712
44101,39035,Cuyahoga County,231207
43142,39047,Fayette County,230864
40448,21137,Lincoln County,230032
10953,36071,Orange County,229599
47226,18005,Bartholomew County,228983
40849,21095,Harlan County,228905
01063,25015,Hampshire County,228872
32214,12031,Duval County,228818
46967,18017,Cass County,228741
98416,53053,Pierce County,228654
43505,39171,Williams County,227665
38046,47047,Fayette County,227640
15260,42003,Allegheny County,227447
92161,06073,San Diego County,227268
27881,37065,Edgecombe County,227112
28641,37023,Burke County,226949
15691,42129,Westmoreland County,226365
47263,18031,Decatur County,225849
04992,23007,Franklin County,225797
94188,06075,San Francisco County,225627
92147,06073,San Diego County,225431
08073,34005,Burlington County,224172
47871,18167,Vigo County,223996
21105,24005,Baltimore County,223066
25755,54011,Cabell County,220796
35632,01077,Lauderdale County,220288
80646,08123,Weld County,217616
57197,46099,Minnehaha County,217386
54307,55009,Brown County,216605
61402,17095,Knox County,216124
16172,42073,Lawrence County,216035
76129,48439,Tarrant County,215338
97432,41019,Douglas County,214677
54857,55005,Barron County,214327
13134,36053,Madison County,213791
60602,17031,Cook County,213430
07846,34041,Warren County,212170
47382,18135,Randolph County,211971
15350,42125,Washington County,210031
27570,37185,Warren County,209219
73070,40027,Cleveland County,209112
69353,31157,Scotts Bluff County,208825
15647,42129,Westmoreland County,208775
04431,23009,Hancock County,208424
05073,50027,Windsor County,208287
47863,18167,Vigo County,207915
46508,18085,Kosciusko County,207868
15925,42021,Cambria County,207679
83215,16011,Bingham County,205591
72457,05075,Lawrence County,204825
45838,39161,Van Wert County,204197
31004,13207,Monroe County,203611
43740,39089,Licking County,202997
28136,37045,Cleveland County,202459
55814,27137,St. Louis County,202153
10915,36071,Orange County,201778
14893,36101,Steuben County,200987
94104,06075,San Francisco County,200857
49434,26139,Ottawa County,200698
60604,17031,Cook County,200037
16682,42013,Blair County,199680
17506,42071,Lancaster County,199659
14732,36013,Chautauqua County,199246
16151,42085,Mercer County,197529
16228,42005,Armstrong County,196837
17974,42107,Schuylkill County,196717
53540,55103,Richland County,195726
71279,22083,Richland Parish,195399
46045,18159,Tipton County,195344
43974,39067,Harrison County,195343
92134,06073,San Diego County,194448
40063,21155,Marion County,194125
71998,05019,Clark County,192412
55903,27109,Olmsted County,191439
15378,42125,Washington County,190328
25432,54037,Jefferson County,189672
01937,25009,Essex County,189212
10005,36061,New York County,188727
71475,22115,Vernon Parish,188449
72352,05077,Lee County,188360
30912,13245,Richmond County,188111
58076,38077,Richland County,187427
17568,42071,Lancaster County,186545
47683,18051,Gibson County,186141
52312,19105,Jones County,185924
32610,12001,Alachua County,185875
71212,22073,Ouachita Parish,185873
15752,42063,Indiana County,185590
11451,36081,Queens County,185278
19477,42091,Montgomery County,184544
75694,48203,Harrison County,183706
63880,29069,Dunklin County,183458
40280,21111,Jefferson County,183126
96848,15003,Honolulu County,183042
54946,55135,Waupaca County,182562
11556,36059,Nassau County,182525
14642,36055,Monroe County,182271
98609,53015,Cowlitz County,182269
46183,18097,Marion County,181579
45316,39023,Clark County,181492
30726,13047,Catoosa County,181247
68588,31109,Lancaster County,178823
51578,19165,Shelby County,178011
10282,36061,New York County,177847
56562,27027,Clay County,177673
85654,04019,Pima County,177504
15123,42003,Allegheny County,177334
47869,18167,Vigo County,176975
71999,05019,Clark County,175437
50427,19069,Franklin County,174993
40231,21111,Jefferson County,174386
31333,13179,Liberty County,174091
46704,18003,Allen County,173718
92350,06071,San Bernardino County,172867
32512,12033,Escambia County,172852
33039,12086,Miami-Dade County,172503
33530,12057,Hillsborough County,171788
92415,06071,San Bernardino County,171689
51045,19149,Plymouth County,171143
17323,42133,York County,171010
16236,42005,Armstrong County,170195
19442,42029,Chester County,169797
37232,47037,Davidson County,168653
83725,16001,Ada County,168038
95419,06097,Sonoma County,167793
72377,05111,Poinsett County,167781
98558,53053,Pierce County,167589
16699,42021,Cambria County,164936
16654,42061,Huntingdon County,164766
71066,22069,Natchitoches Parish,164668
84114,49035,Salt Lake County,164064
04006,23031,York County,163619
56020,27047,Freeborn County,163081
47370,18177,Wayne County,162920
30724,13213,Murray County,162755
61625,17143,Peoria County,162266
48870,26067,Ionia County,161888
43738,39119,Muskingum County,161700
13119,36067,Onondaga County,161407
47916,18107,Montgomery County,161263
17884,42093,Montour County,160189
46922,18049,Fulton County,158990
40526,21067,Fayette County,158244
19369,42029,Chester County,157850
33840,12105,Polk County,157631
96820,15003,Honolulu County,157255
78150,48029,Bexar County,156819
79699,48441,Taylor County,155665
17056,42067,Juniata County,155604
38733,28011,Bolivar County,155204
55905,27109,Olmsted County,154855
12040,36083,Rensselaer County,154748
44881,39033,Crawford County,154278
28274,37119,Mecklenburg County,153707
20566,11001,District of Columbia,153135
15072,42129,Westmoreland County,152737
30598,13257,Stephens County,152726
28039,37159,Rowan County,152305
05670,50023,Washington County,151441
13102,36109,Tompkins County,150734
36663,01097,Mobile County,150296
06387,09015,Windham County,150088
47853,18021,Clay County,149733
02199,25025,Suffolk County,148321
02205,25025,Suffolk County,147199
15353,42059,Greene County,146580
38839,28013,Calhoun County,145465
35990,01055,Etowah County,145389
35032,01121,Talladega County,145108
47865,18153,Sullivan County,144816
28755,37199,Yancey County,144650
35036,01073,Jefferson County,144540
68056,31153,Sarpy County,144476
35074,01007,Bibb County,144406
42037,21055,Crittenden County,144320
80544,08013,Boulder County,144291
38007,47045,Dyer County,144109
23147,51036,Charles City County,143646
30272,13121,Fulton County,142954
35185,01117,Shelby County,142874
04975,23025,Somerset County,141397
29425,45019,Charleston County,140954
88244,35025,Lea County,139150
07311,34017,Hudson County,139007
49075,26149,St. Joseph County,138653
46984,18169,Wabash County,138553
56075,27091,Martin County,138539
83438,16043,Fremont County,138455
28019,37161,Rutherford County,136574
13674,36045,Jefferson County,135677
71209,22073,Ouachita Parish,134738
60519,17043,DuPage County,134683
72826,05083,Logan County,134120
03604,33005,Cheshire County,133924
14542,36117,Wayne County,133728
70340,22101,St. Mary Parish,132999
49443,26121,Muskegon County,131462
17311,42133,York County,130696
04926,23011,Kennebec County,130577
38505,47141,Putnam County,130249
43909,39013,Belmont County,129812
95604,06061,Placer County,129285
25112,54039,Kanawha County,129169
30756,13313,Whitfield County,128454
03910,23031,York County,128127
62706,17167,Sangamon County,127379
60144,17089,Kane County,126635
47361,18065,Henry County,126198
28359,37155,Robeson County,125724
23668,51650,Hampton city,125580
08245,34009,Cape May County,125066
24855,54047,McDowell County,124201
28041,37159,Rowan County,122385
70457,22103,St. Tammany Parish,121831
10311,36085,Richmond County,121555
93670,06107,Tulare County,120774
70786,22063,Livingston Parish,120179
75390,48113,Dallas County,120069
97373,41047,Marion County,119666
11109,36081,Queens County,119581
76439,48367,Parker County,119349
25305,54039,Kanawha County,118239
42356,21059,Daviess County,116259
20052,11001,District of Columbia,116245
02366,25023,Plymouth County,115964
84150,49035,Salt Lake County,115746
87101,35001,Bernalillo County,115299
61562,17143,Peoria County,114621
45267,39061,Hamilton County,114239
06258,09015,Windham County,113700
16684,42013,Blair County,113559
04271,23017,Oxford County,113452
30639,13119,Franklin County,112904
17880,42119,Union County,112476
17606,42071,Lancaster County,112294
13643,36045,Jefferson County,112219
18225,42079,Luzerne County,111343
99020,53063,Spokane County,111282
68382,31131,Otoe County,110329
90840,06037,Los Angeles County,109705
71230,22041,Franklin Parish,109559
22035,51059,Fairfax County,108906
28653,37011,Avery County,108491
32203,12031,Duval County,108366
31564,13299,Ware County,108045
36130,01101,Montgomery County,107908
13024,36011,Cayuga County,107577
85236,04013,Maricopa County,107561
72075,05067,Jackson County,107106
49263,26075,Jackson County,106695
43736,39059,Guernsey County,106452
58402,38093,Stutsman County,106412
45642,39131,Pike County,106412
13138,36067,Onondaga County,106349
10069,36061,New York County,106197
85724,04019,Pima County,105627
66160,20209,Wyandotte County,105562
32768,12095,Orange County,104648
17077,42075,Lebanon County,104003
15290,42003,Allegheny County,103398
44856,39033,Crawford County,103345
46154,18059,Hancock County,103133
13847,36025,Delaware County,102123
35181,01073,Jefferson County,101841
96859,15003,Honolulu County,101205
40357,21017,Bourbon County,99120
74721,40013,Bryan County,99091
29424,45019,Charleston County,98623
31727,13277,Tift County,98212
48143,26093,Livingston County,98042
79721,48227,Howard County,97796
01561,25027,Worcester County,97580
65216,29019,Boone County,97173
41517,21133,Letcher County,96338
